artist,song_name,weekly_rank,week_of
Alice Merton,No Roots,84,4/14/2018
Alice Merton,No Roots,100,4/7/2018
Amine,Caroline,49,4/1/2017
Amine,Caroline,47,3/25/2017
Amine,Caroline,38,3/18/2017
Amine,Caroline,24,3/11/2017
Amine,Caroline,21,3/4/2017
Amine,Caroline,17,2/25/2017
Amine,Caroline,17,2/18/2017
Amine,Caroline,17,2/11/2017
Amine,Caroline,14,2/4/2017
Amine,Caroline,15,1/28/2017
Amine,Caroline,16,1/21/2017
Amine,Caroline,14,1/14/2017
Amine,Caroline,11,1/7/2017
Amine,Caroline,16,12/31/2016
Amine,Caroline,15,12/24/2016
Amine,Caroline,14,12/17/2016
Amine,Caroline,12,12/10/2016
Amine,Caroline,12,12/3/2016
Andy Grammer,Fresh Eyes,91,2/18/2017
Andy Grammer,Fresh Eyes,70,2/11/2017
Andy Grammer,Fresh Eyes,68,2/4/2017
Andy Grammer,Fresh Eyes,84,1/28/2017
Andy Grammer,Fresh Eyes,91,1/21/2017
Andy Grammer,Fresh Eyes,92,1/14/2017
Andy Grammer,Fresh Eyes,87,1/7/2017
Andy Grammer,Fresh Eyes,88,12/31/2016
Andy Grammer,Fresh Eyes,73,12/24/2016
Andy Grammer,Fresh Eyes,65,12/17/2016
Andy Grammer,Fresh Eyes,59,12/10/2016
Andy Grammer,Fresh Eyes,67,12/3/2016
Andy Williams,It's The Most Wonderful Time Of The Year,13,1/5/2019
Andy Williams,It's The Most Wonderful Time Of The Year,10,12/29/2018
Andy Williams,It's The Most Wonderful Time Of The Year,13,12/22/2018
Andy Williams,It's The Most Wonderful Time Of The Year,16,12/15/2018
Andy Williams,It's The Most Wonderful Time Of The Year,21,12/8/2018
Andy Williams,It's The Most Wonderful Time Of The Year,38,1/6/2018
Andy Williams,It's The Most Wonderful Time Of The Year,35,12/30/2017
Andy Williams,It's The Most Wonderful Time Of The Year,45,12/23/2017
Andy Williams,It's The Most Wonderful Time Of The Year,48,1/7/2017
Anuel AA,Secreto,97,5/18/2019
Anuel AA,Secreto,89,5/11/2019
Anuel AA,Secreto,83,5/4/2019
Anuel AA,Secreto,93,4/6/2019
Anuel AA,Secreto,94,3/30/2019
Anuel AA,Secreto,89,3/23/2019
Anuel AA,Secreto,84,3/16/2019
Anuel AA,Secreto,92,3/9/2019
Anuel AA,Secreto,80,2/23/2019
Anuel AA,Secreto,77,2/9/2019
Anuel AA,Secreto,68,2/2/2019
Anuel AA,Ella Quiere Beber - Remix,83,3/30/2019
Anuel AA,Ella Quiere Beber - Remix,81,3/23/2019
Anuel AA,Ella Quiere Beber - Remix,67,3/16/2019
Anuel AA,Ella Quiere Beber - Remix,76,3/9/2019
Anuel AA,Ella Quiere Beber - Remix,78,3/2/2019
Anuel AA,Ella Quiere Beber - Remix,74,2/23/2019
Anuel AA,Ella Quiere Beber - Remix,68,2/16/2019
Anuel AA,Ella Quiere Beber - Remix,67,2/9/2019
Anuel AA,Ella Quiere Beber - Remix,61,2/2/2019
Anuel AA,Ella Quiere Beber - Remix,66,1/26/2019
Anuel AA,Ella Quiere Beber - Remix,64,1/19/2019
Anuel AA,Ella Quiere Beber - Remix,64,1/12/2019
Anuel AA,Ella Quiere Beber - Remix,92,1/5/2019
Anuel AA,Ella Quiere Beber - Remix,80,12/29/2018
Anuel AA,Ella Quiere Beber - Remix,93,12/22/2018
Anuel AA,Ella Quiere Beber - Remix,97,12/15/2018
Anuel AA,Ella Quiere Beber - Remix,84,12/8/2018
Anuel AA,Ella Quiere Beber - Remix,79,12/1/2018
Anuel AA,Ella Quiere Beber - Remix,86,11/24/2018
Anuel AA,Ella Quiere Beber - Remix,86,11/17/2018
Ariana Grande,7 Rings,23,7/6/2019
Ariana Grande,7 Rings,19,6/29/2019
Ariana Grande,7 Rings,16,6/22/2019
Ariana Grande,7 Rings,13,6/15/2019
Ariana Grande,7 Rings,14,6/8/2019
Ariana Grande,7 Rings,12,6/1/2019
Ariana Grande,7 Rings,11,5/25/2019
Ariana Grande,7 Rings,10,5/18/2019
Ariana Grande,7 Rings,6,5/11/2019
Ariana Grande,7 Rings,4,5/4/2019
Ariana Grande,7 Rings,4,4/27/2019
Ariana Grande,7 Rings,4,4/20/2019
Ariana Grande,7 Rings,3,4/13/2019
Ariana Grande,7 Rings,1,4/6/2019
Ariana Grande,7 Rings,1,3/30/2019
Ariana Grande,7 Rings,1,3/23/2019
Ariana Grande,7 Rings,2,3/16/2019
Ariana Grande,7 Rings,2,3/9/2019
Ariana Grande,7 Rings,1,3/2/2019
Ariana Grande,7 Rings,1,2/23/2019
Ariana Grande,7 Rings,1,2/16/2019
Ariana Grande,7 Rings,1,2/9/2019
Ariana Grande,7 Rings,1,2/2/2019
Ariana Grande,Bad Idea,90,3/9/2019
Ariana Grande,Bad Idea,55,3/2/2019
Ariana Grande,Bad Idea,27,2/23/2019
Ariana Grande,Bloodline,93,3/9/2019
Ariana Grande,Bloodline,53,3/2/2019
Ariana Grande,Bloodline,22,2/23/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",49,7/6/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",41,6/29/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",37,6/22/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",31,6/15/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",25,6/8/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",20,6/1/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",15,5/25/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",15,5/18/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",13,5/11/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",14,5/4/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",18,4/27/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",19,4/20/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",18,4/13/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",14,4/6/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",15,3/30/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",15,3/23/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",15,3/16/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",13,3/9/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",8,3/2/2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2,2/23/2019
Ariana Grande,Breathin,35,2/16/2019
Ariana Grande,Breathin,25,2/9/2019
Ariana Grande,Breathin,22,2/2/2019
Ariana Grande,Breathin,18,1/26/2019
Ariana Grande,Breathin,15,1/19/2019
Ariana Grande,Breathin,16,1/12/2019
Ariana Grande,Breathin,22,1/5/2019
Ariana Grande,Breathin,19,12/29/2018
Ariana Grande,Breathin,14,12/22/2018
Ariana Grande,Breathin,12,12/15/2018
Ariana Grande,Breathin,13,12/8/2018
Ariana Grande,Breathin,13,12/1/2018
Ariana Grande,Breathin,14,11/24/2018
Ariana Grande,Breathin,21,11/17/2018
Ariana Grande,Breathin,32,11/10/2018
Ariana Grande,Breathin,41,11/3/2018
Ariana Grande,Breathin,52,10/27/2018
Ariana Grande,Breathin,55,10/20/2018
Ariana Grande,Breathin,68,10/13/2018
Ariana Grande,Breathin,58,10/6/2018
Ariana Grande,Breathin,62,9/29/2018
Ariana Grande,Breathin,60,9/22/2018
Ariana Grande,Breathin,56,9/15/2018
Ariana Grande,Breathin,37,9/8/2018
Ariana Grande,Breathin,22,9/1/2018
Ariana Grande,Everyday,94,4/15/2017
Ariana Grande,Everyday,75,4/8/2017
Ariana Grande,Everyday,55,4/1/2017
Ariana Grande,Everyday,63,3/25/2017
Ariana Grande,Everyday,58,3/18/2017
Ariana Grande,Everyday,78,3/11/2017
Ariana Grande,Everyday,85,3/4/2017
Ariana Grande,Everytime,62,9/1/2018
Ariana Grande,Fake Smile,57,3/2/2019
Ariana Grande,Fake Smile,26,2/23/2019
Ariana Grande,Ghostin,62,3/2/2019
Ariana Grande,Ghostin,25,2/23/2019
Ariana Grande,God Is A Woman,50,12/22/2018
Ariana Grande,God Is A Woman,48,12/15/2018
Ariana Grande,God Is A Woman,34,12/8/2018
Ariana Grande,God Is A Woman,26,12/1/2018
Ariana Grande,God Is A Woman,23,11/24/2018
Ariana Grande,God Is A Woman,20,11/17/2018
Ariana Grande,God Is A Woman,20,11/10/2018
Ariana Grande,God Is A Woman,24,11/3/2018
Ariana Grande,God Is A Woman,19,10/27/2018
Ariana Grande,God Is A Woman,22,10/20/2018
Ariana Grande,God Is A Woman,21,10/13/2018
Ariana Grande,God Is A Woman,20,10/6/2018
Ariana Grande,God Is A Woman,17,9/29/2018
Ariana Grande,God Is A Woman,16,9/22/2018
Ariana Grande,God Is A Woman,17,9/15/2018
Ariana Grande,God Is A Woman,10,9/8/2018
Ariana Grande,God Is A Woman,8,9/1/2018
Ariana Grande,God Is A Woman,30,8/25/2018
Ariana Grande,God Is A Woman,39,8/18/2018
Ariana Grande,God Is A Woman,27,8/11/2018
Ariana Grande,God Is A Woman,21,8/4/2018
Ariana Grande,God Is A Woman,11,7/28/2018
Ariana Grande,Goodnight N Go,87,9/1/2018
Ariana Grande,Imagine,85,3/9/2019
Ariana Grande,Imagine,58,3/2/2019
Ariana Grande,Imagine,21,2/23/2019
Ariana Grande,Imagine,99,2/2/2019
Ariana Grande,Imagine,73,1/19/2019
Ariana Grande,Imagine,63,1/12/2019
Ariana Grande,Imagine,71,1/5/2019
Ariana Grande,Imagine,24,12/29/2018
Ariana Grande,In My Head,74,3/2/2019
Ariana Grande,In My Head,38,2/23/2019
Ariana Grande,Make Up,95,3/2/2019
Ariana Grande,Make Up,48,2/23/2019
Ariana Grande,NASA,68,3/9/2019
Ariana Grande,NASA,46,3/2/2019
Ariana Grande,NASA,17,2/23/2019
Ariana Grande,Needy,92,3/16/2019
Ariana Grande,Needy,60,3/9/2019
Ariana Grande,Needy,48,3/2/2019
Ariana Grande,Needy,14,2/23/2019
Ariana Grande,No Tears Left To Cry,50,11/3/2018
Ariana Grande,No Tears Left To Cry,49,10/27/2018
Ariana Grande,No Tears Left To Cry,44,10/20/2018
Ariana Grande,No Tears Left To Cry,43,10/13/2018
Ariana Grande,No Tears Left To Cry,32,10/6/2018
Ariana Grande,No Tears Left To Cry,25,9/29/2018
Ariana Grande,No Tears Left To Cry,21,9/22/2018
Ariana Grande,No Tears Left To Cry,19,9/15/2018
Ariana Grande,No Tears Left To Cry,14,9/8/2018
Ariana Grande,No Tears Left To Cry,7,9/1/2018
Ariana Grande,No Tears Left To Cry,12,8/25/2018
Ariana Grande,No Tears Left To Cry,14,8/18/2018
Ariana Grande,No Tears Left To Cry,12,8/11/2018
Ariana Grande,No Tears Left To Cry,11,8/4/2018
Ariana Grande,No Tears Left To Cry,8,7/28/2018
Ariana Grande,No Tears Left To Cry,8,7/21/2018
Ariana Grande,No Tears Left To Cry,15,7/14/2018
Ariana Grande,No Tears Left To Cry,8,7/7/2018
Ariana Grande,No Tears Left To Cry,9,6/30/2018
Ariana Grande,No Tears Left To Cry,9,6/23/2018
Ariana Grande,No Tears Left To Cry,13,6/16/2018
Ariana Grande,No Tears Left To Cry,10,6/9/2018
Ariana Grande,No Tears Left To Cry,9,6/2/2018
Ariana Grande,No Tears Left To Cry,7,5/26/2018
Ariana Grande,No Tears Left To Cry,10,5/19/2018
Ariana Grande,No Tears Left To Cry,10,5/12/2018
Ariana Grande,No Tears Left To Cry,3,5/5/2018
Ariana Grande,Pete Davidson,99,9/1/2018
Ariana Grande,R.E.M,72,9/1/2018
Ariana Grande,Side To Side,50,3/25/2017
Ariana Grande,Side To Side,39,3/18/2017
Ariana Grande,Side To Side,34,3/11/2017
Ariana Grande,Side To Side,24,3/4/2017
Ariana Grande,Side To Side,18,2/25/2017
Ariana Grande,Side To Side,13,2/18/2017
Ariana Grande,Side To Side,12,2/11/2017
Ariana Grande,Side To Side,12,2/4/2017
Ariana Grande,Side To Side,9,1/28/2017
Ariana Grande,Side To Side,6,1/21/2017
Ariana Grande,Side To Side,7,1/14/2017
Ariana Grande,Side To Side,6,1/7/2017
Ariana Grande,Side To Side,5,12/31/2016
Ariana Grande,Side To Side,5,12/24/2016
Ariana Grande,Side To Side,4,12/17/2016
Ariana Grande,Side To Side,6,12/10/2016
Ariana Grande,Side To Side,4,12/3/2016
Ariana Grande,Sweetener,55,9/1/2018
Ariana Grande,"Thank U, Next",49,5/25/2019
Ariana Grande,"Thank U, Next",48,5/18/2019
Ariana Grande,"Thank U, Next",48,5/11/2019
Ariana Grande,"Thank U, Next",41,5/4/2019
Ariana Grande,"Thank U, Next",34,4/27/2019
Ariana Grande,"Thank U, Next",31,4/20/2019
Ariana Grande,"Thank U, Next",24,4/13/2019
Ariana Grande,"Thank U, Next",21,4/6/2019
Ariana Grande,"Thank U, Next",19,3/30/2019
Ariana Grande,"Thank U, Next",16,3/23/2019
Ariana Grande,"Thank U, Next",11,3/16/2019
Ariana Grande,"Thank U, Next",7,3/9/2019
Ariana Grande,"Thank U, Next",4,3/2/2019
Ariana Grande,"Thank U, Next",3,2/23/2019
Ariana Grande,"Thank U, Next",7,2/16/2019
Ariana Grande,"Thank U, Next",6,2/9/2019
Ariana Grande,"Thank U, Next",4,2/2/2019
Ariana Grande,"Thank U, Next",5,1/26/2019
Ariana Grande,"Thank U, Next",3,1/19/2019
Ariana Grande,"Thank U, Next",2,1/12/2019
Ariana Grande,"Thank U, Next",1,1/5/2019
Ariana Grande,"Thank U, Next",1,12/29/2018
Ariana Grande,"Thank U, Next",1,12/22/2018
Ariana Grande,"Thank U, Next",1,12/15/2018
Ariana Grande,"Thank U, Next",2,12/8/2018
Ariana Grande,"Thank U, Next",1,12/1/2018
Ariana Grande,"Thank U, Next",1,11/24/2018
Ariana Grande,"Thank U, Next",1,11/17/2018
Ariana Grande,The Light Is Coming,89,9/1/2018
Ariana Grande,The Light Is Coming,95,7/7/2018
"Ariana Grande, John Legend",Beauty And The Beast,87,2/25/2017
Ariana Grande,Monopoly,69,4/20/2019
Ariana Grande,Monopoly,70,4/13/2019
Auli'i Cravalho,How Far I'll Go,89,5/13/2017
Auli'i Cravalho,How Far I'll Go,65,5/6/2017
Auli'i Cravalho,How Far I'll Go,60,4/29/2017
Auli'i Cravalho,How Far I'll Go,63,4/22/2017
Auli'i Cravalho,How Far I'll Go,58,4/15/2017
Auli'i Cravalho,How Far I'll Go,63,4/8/2017
Auli'i Cravalho,How Far I'll Go,46,4/1/2017
Auli'i Cravalho,How Far I'll Go,60,3/25/2017
Auli'i Cravalho,How Far I'll Go,53,3/18/2017
Auli'i Cravalho,How Far I'll Go,92,2/25/2017
Auli'i Cravalho,How Far I'll Go,75,2/18/2017
Auli'i Cravalho,How Far I'll Go,65,2/11/2017
Auli'i Cravalho,How Far I'll Go,67,2/4/2017
Auli'i Cravalho,How Far I'll Go,67,1/28/2017
Auli'i Cravalho,How Far I'll Go,41,1/21/2017
Auli'i Cravalho,How Far I'll Go,49,1/14/2017
Auli'i Cravalho,How Far I'll Go,56,1/7/2017
Auli'i Cravalho,How Far I'll Go,66,12/31/2016
Auli'i Cravalho,How Far I'll Go,70,12/24/2016
Auli'i Cravalho,How Far I'll Go,52,12/17/2016
Ava Max,Sweet But Psycho,21,7/6/2019
Ava Max,Sweet But Psycho,17,6/29/2019
Ava Max,Sweet But Psycho,13,6/22/2019
Ava Max,Sweet But Psycho,10,6/15/2019
Ava Max,Sweet But Psycho,10,6/8/2019
Ava Max,Sweet But Psycho,10,6/1/2019
Ava Max,Sweet But Psycho,12,5/25/2019
Ava Max,Sweet But Psycho,13,5/18/2019
Ava Max,Sweet But Psycho,11,5/11/2019
Ava Max,Sweet But Psycho,11,5/4/2019
Ava Max,Sweet But Psycho,13,4/27/2019
Ava Max,Sweet But Psycho,16,4/20/2019
Ava Max,Sweet But Psycho,19,4/13/2019
Ava Max,Sweet But Psycho,20,4/6/2019
Ava Max,Sweet But Psycho,20,3/30/2019
Ava Max,Sweet But Psycho,22,3/23/2019
Ava Max,Sweet But Psycho,24,3/16/2019
Ava Max,Sweet But Psycho,24,3/9/2019
Ava Max,Sweet But Psycho,29,3/2/2019
Ava Max,Sweet But Psycho,37,2/23/2019
Ava Max,Sweet But Psycho,30,2/16/2019
Ava Max,Sweet But Psycho,32,2/9/2019
Ava Max,Sweet But Psycho,35,2/2/2019
Ava Max,Sweet But Psycho,36,1/26/2019
Ava Max,Sweet But Psycho,37,1/19/2019
Ava Max,Sweet But Psycho,41,1/12/2019
Ava Max,Sweet But Psycho,83,1/5/2019
Ava Max,Sweet But Psycho,87,12/29/2018
Aventura,Inmortal,95,4/20/2019
Avicii,Heaven,83,6/22/2019
Avicii,SOS,94,5/25/2019
Avicii,SOS,99,5/11/2019
Avicii,SOS,87,5/4/2019
Avicii,SOS,68,4/27/2019
Avril Lavigne,Head Above Water,93,10/13/2018
Avril Lavigne,Head Above Water,64,10/6/2018
"Ayo, Teo",Rolex,49,8/19/2017
"Ayo, Teo",Rolex,50,8/12/2017
"Ayo, Teo",Rolex,43,8/5/2017
"Ayo, Teo",Rolex,40,7/29/2017
"Ayo, Teo",Rolex,33,7/22/2017
"Ayo, Teo",Rolex,29,7/15/2017
"Ayo, Teo",Rolex,27,7/8/2017
"Ayo, Teo",Rolex,26,7/1/2017
"Ayo, Teo",Rolex,24,6/24/2017
"Ayo, Teo",Rolex,20,6/17/2017
"Ayo, Teo",Rolex,31,6/10/2017
"Ayo, Teo",Rolex,30,6/3/2017
"Ayo, Teo",Rolex,30,5/27/2017
"Ayo, Teo",Rolex,33,5/20/2017
"Ayo, Teo",Rolex,39,5/13/2017
"Ayo, Teo",Rolex,40,5/6/2017
"Ayo, Teo",Rolex,32,4/29/2017
"Ayo, Teo",Rolex,39,4/22/2017
"Ayo, Teo",Rolex,36,4/15/2017
"Ayo, Teo",Rolex,42,4/8/2017
"Ayo, Teo",Rolex,34,4/1/2017
"Ayo, Teo",Rolex,48,3/25/2017
"Ayo, Teo",Rolex,60,3/18/2017
"Ayo, Teo",Rolex,68,3/11/2017
"Ayo, Teo",Rolex,87,3/4/2017
Backstreet Boys,Don't Go Breaking My Heart,94,9/8/2018
Backstreet Boys,Don't Go Breaking My Heart,76,9/1/2018
Backstreet Boys,Don't Go Breaking My Heart,73,8/25/2018
Backstreet Boys,Don't Go Breaking My Heart,75,8/18/2018
Backstreet Boys,Don't Go Breaking My Heart,65,8/11/2018
Backstreet Boys,Don't Go Breaking My Heart,68,8/4/2018
Backstreet Boys,Don't Go Breaking My Heart,63,7/28/2018
Backstreet Boys,Don't Go Breaking My Heart,82,7/21/2018
Backstreet Boys,Don't Go Breaking My Heart,84,7/14/2018
Backstreet Boys,Don't Go Breaking My Heart,99,6/2/2018
Bad Bunny,MIA,45,4/27/2019
Bad Bunny,MIA,47,4/20/2019
Bad Bunny,MIA,45,4/13/2019
Bad Bunny,MIA,34,4/6/2019
Bad Bunny,MIA,30,3/30/2019
Bad Bunny,MIA,28,3/23/2019
Bad Bunny,MIA,27,3/16/2019
Bad Bunny,MIA,26,3/9/2019
Bad Bunny,MIA,24,3/2/2019
Bad Bunny,MIA,28,2/23/2019
Bad Bunny,MIA,19,2/16/2019
Bad Bunny,MIA,22,2/9/2019
Bad Bunny,MIA,19,2/2/2019
Bad Bunny,MIA,20,1/26/2019
Bad Bunny,MIA,20,1/19/2019
Bad Bunny,MIA,20,1/12/2019
Bad Bunny,MIA,31,1/5/2019
Bad Bunny,MIA,26,12/29/2018
Bad Bunny,MIA,26,12/22/2018
Bad Bunny,MIA,25,12/15/2018
Bad Bunny,MIA,19,12/8/2018
Bad Bunny,MIA,18,12/1/2018
Bad Bunny,MIA,19,11/24/2018
Bad Bunny,MIA,19,11/17/2018
Bad Bunny,MIA,15,11/10/2018
Bad Bunny,MIA,13,11/3/2018
Bad Bunny,MIA,5,10/27/2018
Bad Bunny,Callaita,68,7/6/2019
Bad Bunny,Callaita,68,6/29/2019
Bad Bunny,Callaita,69,6/22/2019
Bad Wolves,Zombie,97,7/28/2018
Bad Wolves,Zombie,95,7/14/2018
Bad Wolves,Zombie,90,7/7/2018
Bad Wolves,Zombie,93,6/30/2018
Bad Wolves,Zombie,82,6/23/2018
Bad Wolves,Zombie,82,6/16/2018
Bad Wolves,Zombie,86,6/9/2018
Bad Wolves,Zombie,85,6/2/2018
Bad Wolves,Zombie,76,5/26/2018
Bad Wolves,Zombie,79,5/19/2018
Bad Wolves,Zombie,88,5/12/2018
Bad Wolves,Zombie,76,5/5/2018
Bad Wolves,Zombie,74,4/28/2018
Bad Wolves,Zombie,67,4/21/2018
Bad Wolves,Zombie,61,4/14/2018
Bad Wolves,Zombie,65,4/7/2018
Bad Wolves,Zombie,68,3/31/2018
Bad Wolves,Zombie,54,3/24/2018
Bazzi,Beautiful,47,2/16/2019
Bazzi,Beautiful,33,2/9/2019
Bazzi,Beautiful,27,2/2/2019
Bazzi,Beautiful,26,1/26/2019
Bazzi,Beautiful,27,1/19/2019
Bazzi,Beautiful,28,1/12/2019
Bazzi,Beautiful,50,1/5/2019
Bazzi,Beautiful,38,12/29/2018
Bazzi,Beautiful,36,12/22/2018
Bazzi,Beautiful,37,12/15/2018
Bazzi,Beautiful,30,12/8/2018
Bazzi,Beautiful,30,12/1/2018
Bazzi,Beautiful,32,11/24/2018
Bazzi,Beautiful,32,11/17/2018
Bazzi,Beautiful,33,11/10/2018
Bazzi,Beautiful,31,11/3/2018
Bazzi,Beautiful,32,10/27/2018
Bazzi,Beautiful,47,10/20/2018
Bazzi,Beautiful,52,10/13/2018
Bazzi,Beautiful,43,10/6/2018
Bazzi,Beautiful,44,9/29/2018
Bazzi,Beautiful,42,9/22/2018
Bazzi,Beautiful,47,9/15/2018
Bazzi,Beautiful,44,9/8/2018
Bazzi,Beautiful,50,9/1/2018
Bazzi,Beautiful,52,8/25/2018
Bazzi,Beautiful,60,8/18/2018
Bazzi,Mine,46,9/22/2018
Bazzi,Mine,43,9/15/2018
Bazzi,Mine,33,9/8/2018
Bazzi,Mine,33,9/1/2018
Bazzi,Mine,31,8/25/2018
Bazzi,Mine,35,8/18/2018
Bazzi,Mine,24,8/11/2018
Bazzi,Mine,22,8/4/2018
Bazzi,Mine,22,7/28/2018
Bazzi,Mine,19,7/21/2018
Bazzi,Mine,25,7/14/2018
Bazzi,Mine,16,7/7/2018
Bazzi,Mine,20,6/30/2018
Bazzi,Mine,15,6/23/2018
Bazzi,Mine,23,6/16/2018
Bazzi,Mine,20,6/9/2018
Bazzi,Mine,18,6/2/2018
Bazzi,Mine,17,5/26/2018
Bazzi,Mine,15,5/19/2018
Bazzi,Mine,19,5/12/2018
Bazzi,Mine,17,5/5/2018
Bazzi,Mine,14,4/28/2018
Bazzi,Mine,14,4/21/2018
Bazzi,Mine,12,4/14/2018
Bazzi,Mine,11,4/7/2018
Bazzi,Mine,15,3/31/2018
Bazzi,Mine,17,3/24/2018
Bazzi,Mine,18,3/17/2018
Bazzi,Mine,20,3/10/2018
Bazzi,Mine,18,3/3/2018
Bazzi,Mine,22,2/24/2018
Bazzi,Mine,29,2/17/2018
Bazzi,Mine,41,2/10/2018
Bazzi,Mine,56,2/3/2018
Bazzi,Paradise,99,6/8/2019
Bazzi,Paradise,91,5/25/2019
Bazzi,Paradise,98,5/18/2019
Bebe Rexha,I Got You,82,4/1/2017
Bebe Rexha,I Got You,67,3/25/2017
Bebe Rexha,I Got You,50,3/18/2017
Bebe Rexha,I Got You,43,3/11/2017
Bebe Rexha,I Got You,43,3/4/2017
Bebe Rexha,I Got You,56,2/25/2017
Bebe Rexha,I Got You,59,2/18/2017
Bebe Rexha,I Got You,56,2/11/2017
Bebe Rexha,I Got You,53,2/4/2017
Bebe Rexha,I Got You,63,1/28/2017
Bebe Rexha,I Got You,94,1/21/2017
Bebe Rexha,I'm A Mess,78,12/8/2018
Bebe Rexha,I'm A Mess,59,12/1/2018
Bebe Rexha,I'm A Mess,47,11/24/2018
Bebe Rexha,I'm A Mess,35,11/17/2018
Bebe Rexha,I'm A Mess,39,11/10/2018
Bebe Rexha,I'm A Mess,36,11/3/2018
Bebe Rexha,I'm A Mess,37,10/27/2018
Bebe Rexha,I'm A Mess,42,10/20/2018
Bebe Rexha,I'm A Mess,45,10/13/2018
Bebe Rexha,I'm A Mess,36,10/6/2018
Bebe Rexha,I'm A Mess,36,9/29/2018
Bebe Rexha,I'm A Mess,43,9/22/2018
Bebe Rexha,I'm A Mess,44,9/15/2018
Bebe Rexha,I'm A Mess,39,9/8/2018
Bebe Rexha,I'm A Mess,45,9/1/2018
Bebe Rexha,I'm A Mess,51,8/25/2018
Bebe Rexha,I'm A Mess,62,8/18/2018
Bebe Rexha,I'm A Mess,53,8/11/2018
Bebe Rexha,I'm A Mess,64,8/4/2018
Bebe Rexha,I'm A Mess,92,7/28/2018
Bebe Rexha,Last Hurrah,98,4/6/2019
"Bebe Rexha, Florida Georgia Line",Meant To Be,31,10/27/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,34,10/20/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,35,10/13/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,30,10/6/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,26,9/29/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,27,9/22/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,26,9/15/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,21,9/8/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,21,9/1/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,19,8/25/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,20,8/18/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,19,8/11/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,20,8/4/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,17,7/28/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,14,7/21/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,22,7/14/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,10,7/7/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,11,6/30/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,10,6/23/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,12,6/16/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,9,6/9/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,7,6/2/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,5,5/26/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,5,5/19/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,4,5/12/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,4,5/5/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,3,4/28/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,3,4/21/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,2,4/14/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,2,4/7/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,2,3/31/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,4,3/24/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,5,3/17/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,7,3/10/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,8,3/3/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,7,2/24/2018
"Bebe Rexha, Florida Georgia Line",Meant To Be,9,2/17/2018
